Mahalanobis,10-LOF,Time
1.904015363426174,1.9804846112084342,4.601532702999975
0.04464705842359374,1.1176856962219157,0.14728322599967214
6.306455931231996,2.592700855647112,24.696192540000084
0.8431888361690175,1.0857730243562362,0.33099709000089206
11.312027687725912,2.396821369408822,30.880148735999683
1.0202250760752143,1.3691716852930735,0.33448318500086316
9.228906790316458,2.9651595495948606,0.1862242610004614
1.9165736956493546,1.1252940752336382,29.587369205999494
0.7871235469223933,1.1630792049201826,0.11845490299856465
0.03158338886980311,1.2035538836511,0.12308879499869363
0.08929411684718748,1.4990905101820495,0.12446959100088861
4.3256378246628575,2.0539880039803142,0.5348881009995239
1.563348521780504,1.25031319581541,0.21578854499966837
4.832202305006531,2.5144844019452535,3.287580148999041
2.0557234093135888,1.6211754330998658,1.1611262990008981
4.9278439021665505,1.7086347492963025,0.17430788499950722
10.994329471018098,3.16604510657295,0.5450104639985511
3.086783623829563,1.2450458834376632,0.7285145360001479
5.504973387310529,9.368527135729215,5.084757259999606
12.223009765733144,3.449820982701074,0.98710933700022
1.4000681134786446,1.4842042871705725,0.7030616820011346
9.011745468047621,2.1490492077435914,0.13927802900070674
0.5700858618447382,1.1559104167500236,0.15925618400069652
4.866342552745715,1.732883669225575,0.24243269599901396
0.7871235469223933,1.1004052037176657,0.11112955999851692
8.501579699145536,2.112233475636327,0.6195921509970503
0.24300134682778954,1.2915115463822053,0.1574604689994885
0.9598339351406352,1.3437366261198864,0.7268063219999021
0.4421674441772435,1.6156304601872293,0.40839272199809784
1.633703254985304,1.2966850306898912,0.5280868130030285
11.131862622404716,2.1883982655527783,14.746048705001158
0.8482941100482811,0.9893065464055235,0.31301922400234616
10.621394092185371,3.168180303340019,1.502310520001629
0.6398851295328273,1.045517040989802,0.33602759900168166
8.648326409184918,2.6177148505253096,16.88019237700064
0.9580390624395407,1.0421807574024136,0.9049659580014122
0.4018235258123437,1.2849679042352793,0.7667524230018898
7.267902397859791,3.287055094623388,2.9559251950013277
0.8965154246280224,1.1024454828416426,0.3679005820013117
1.4822232407963192,1.5972837734401892,0.19635446099709952
1.7038738314163484,1.2057063754366162,1.534926070999063
7.750101102520954,2.380589708976816,0.17902449299799628
10.589485626557066,3.043119818384984,5.404194965998613
3.2919404956326495,1.221934602068549,17.93839564499649
0.3869411730044791,1.0530716642330389,0.1960242120003386
0.11401717236894764,1.357963561316009,0.14289653800005908
10.821843316292563,2.835161830245066,0.4331020549980167
9.319634579254997,3.492223899268118,1.097396724999271
14.05175374958735,2.5592648235681645,9.267841865999799
0.17858823369437496,1.0331784077270398,0.536107832002017
