Mahalanobis,10-LOF,Time
4.11873875919413,1.2842783571141418,0.09880914799987295
8.74318560587733,1.0698510444487024,0.26801242600004116
1.5007928863325055,1.2318075072280725,0.11691671800008407
1.3406473039494626,1.7446442000697977,0.0846490310000263
10.916403818918988,1.7782403874587616,0.35458570799983136
2.313107376379689,1.0995369894132507,0.1208461660003195
1.3506155127690145,1.0245913312257788,0.13629853700012973
6.301769830150681,0.9304520776109271,0.14915247199996884
6.73599128651884,1.7038972187686876,0.14141986499998893
2.408651795016955,1.1376236482694613,0.07949431700035348
0.8617357528230308,1.3509416483779728,0.10397772399983296
5.342184304998131,1.6187094532843198,0.07876869299980171
1.9275110317004143,1.2507170779125087,0.1374884340002609
2.5091443740376227,1.4495501506547184,0.12374481999995623
3.3307373736675534,1.486402770001094,0.05628796100063482
5.440374212955272,3.0537887261288406,0.2529913240005044
1.7692421667932252,1.025932071063619,0.10884420000002137
1.6289093522389286,0.9868258926482424,0.09975392500018643
4.531231894115201,1.5293670399761616,0.1501635439999518
0.795050870296562,1.0776974891647977,0.12184979099947668
1.3696260283806767,1.617256211952402,0.09518432799995935
0.7118819638997372,0.9710546448771954,0.09083113599990611
0.1335685462098173,1.3071867415896044,0.041689155000312894
0.9090168295265985,0.9246564667320575,0.0972115569993548
1.9519280052934254,1.7834809983137485,0.11141141999996762
2.500171317547004,0.9762173747012819,0.08803851299944654
4.787934974647108,1.146700172627324,0.15033768900048017
2.5244717236597243,1.487017558590945,0.0645879049998257
3.1059805431331364,1.0373048116934633,0.1478513580004801
1.0235704795503322,1.1396961013914706,0.07145079800011445
3.8016956838705136,1.1732419953222482,0.12129750199983391
1.4357332670458567,1.1096122663414767,0.09372857499965903
4.492298963802109,1.7147699185247738,0.14144646499971714
2.081710858542221,1.7434806292452407,0.11308488200029387
1.4733393579239862,1.0640362052297296,0.10361291200024425
6.794568918430691,1.1218146841782377,0.1412953560002279
1.3429971558112364,1.4313767200557945,0.10529970099923958
2.6660426476719774,1.1675526982742093,0.12224800900003174
1.7327612882466086,1.0989356169777027,0.04812980999940919
6.995082108226058,1.253529330317003,0.17172170899993944
0.994427806797557,0.9577758810609585,0.15078492899920093
3.39678994368373,1.364784959034824,0.11190579200047068
10.184526041020103,1.7320719823186246,0.3282911830001467
0.2081710858542221,1.183331310359945,0.06289698400087218
9.18241471528773,2.486319721299193,0.19314349999967817
4.763042221820721,1.8236465564448718,0.14673816699996678
3.085649052861334,1.1722529786796576,0.11945534499955102
2.7446108089603247,1.191473168201799,0.10462486100004753
6.036961489772441,1.4033619269847848,0.08295590099987749
2.7041725482393657,1.6012065578360126,0.08087697999872034
